wavelength,A18,A24,A28,D50,D55,D65,D75,D95,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,FL3.1,FL3.2,FL3.3,FL3.4,FL3.5,FL3.6,FL3.7,FL3.8,FL3.9,FL3.10,FL3.11,FL3.12,FL3.13,FL3.14,FL3.15,L-B1,L-B2,L-B3,L-B4,L-B5,L-BH1,L-RGB1,L-V1,L-V2,L-1,L-2,L-3,L-4,L-5,L-6,L-7,L-8,L-9,L-10,L-11,L-12,L-13,L-14,L-15,L-LIFX-R,L-LIFX-G,L-LIFX-B
441,0.000557864,0.00164409,0.00270052,0.00706245,0.00809659,0.00962817,0.0112395,0.0130741,0.010247,0.00689133,0.00531508,0.00432664,0.00974682,0.00622121,0.0106535,0.0074672,0.00630349,0.00919731,0.00718394,0.00428652,0.00149871,0.00354455,0.00643216,0.00106686,0.00394807,0.00467597,0.00160151,0.00435644,0.00672993,0.00817708,0.00845015,0.000839467,0.00190614,0.00300887,0.0105716,0.00313159,0.0035969,0.00908208,0.0100511,0.0121622,0.00497786,0.00245997,0.00142929,0.00341756,0.00228701,0.00305964,0.00133608,0.00266398,0.00202055,0.00605151,0.00501308,0.00465078,0.00961653,0.00713786,0.0141895,0.0125338,0.00383831,0.00642821,0.0104897,0.00149366,0.00164304,0.159533
442,0.000574671,0.00167635,0.00274002,0.00718793,0.00822758,0.00974613,0.0113779,0.013251,0.00908305,0.00585517,0.00429605,0.00330226,0.00867277,0.00523745,0.00949874,0.00657917,0.00538035,0.00836254,0.00621518,0.00330553,0.00150949,0.00359199,0.0065067,0.00108104,0.00402887,0.00477708,0.00160793,0.00440344,0.00681565,0.00751501,0.00856393,0.000863062,0.00197891,0.00311783,0.00913475,0.00344135,0.00401645,0.00992459,0.0110386,0.0133769,0.00511885,0.00261548,0.00145307,0.00353173,0.00243339,0.00321321,0.00152973,0.00278512,0.00221284,0.00629117,0.00501088,0.00497542,0.00992902,0.00780011,0.0145452,0.013395,0.00390918,0.00655842,0.0106762,0.00161396,0.00180668,0.173867
443,0.00059189,0.00170905,0.00277984,0.00731655,0.00835969,0.00986797,0.0115201,0.0134354,0.00815631,0.00502827,0.00348153,0.00248265,0.00781772,0.00445197,0.00857967,0.00587583,0.00464728,0.00769897,0.00544252,0.00252008,0.00152418,0.00365492,0.00660649,0.00110069,0.00413831,0.00491363,0.0016165,0.00446257,0.00692215,0.00700294,0.00870605,0.000896536,0.00208052,0.00326881,0.00795413,0.00375962,0.00446387,0.0107497,0.0120653,0.0146451,0.00524022,0.00277765,0.0014839,0.00365946,0.0025719,0.00335039,0.00173458,0.00290012,0.00241648,0.00650451,0.00498097,0.00529637,0.0101842,0.00847003,0.0148129,0.0142187,0.00397045,0.00667041,0.0108515,0.00178505,0.00200278,0.194515
444,0.000609529,0.00174218,0.00281999,0.00744509,0.00849188,0.00999368,0.0116614,0.0136177,0.00754381,0.00448072,0.00294149,0.0019388,0.00725265,0.00393163,0.0079724,0.00541292,0.00416379,0.00726096,0.00493113,0.00199862,0.00154012,0.00372013,0.00671151,0.00112255,0.00425574,0.00505944,0.00162548,0.00451813,0.00701969,0.00667249,0.00883765,0.000935101,0.00219488,0.00343679,0.00715439,0.00407112,0.00492183,0.0114875,0.0130897,0.0159246,0.00533608,0.00295069,0.00152111,0.00379876,0.00269971,0.00346804,0.00194685,0.00300715,0.00263047,0.00668587,0.00492419,0.00560804,0.0103754,0.00913424,0.0149858,0.014985,0.00402174,0.00676674,0.0110036,0.00196303,0.00218216,0.210919
445,0.000627594,0.00177577,0.00286046,0.00757098,0.00862283,0.0101226,0.011798,0.0137911,0.00732253,0.00428263,0.00274592,0.00174174,0.00704852,0.00374333,0.00775306,0.00524623,0.0039894,0.00710288,0.00474618,0.00180959,0.00155464,0.00377442,0.00680177,0.00114338,0.00436052,0.00518834,0.00163312,0.00455442,0.00707852,0.00655531,0.00891985,0.00097397,0.00230587,0.00359672,0.00686012,0.00436404,0.00537527,0.0120892,0.0140767,0.0171779,0.00540241,0.00313518,0.00156398,0.00394763,0.00281462,0.00356389,0.00216332,0.00310478,0.00285363,0.00683107,0.00484156,0.00590579,0.0104979,0.0097814,0.0150591,0.0156781,0.00406305,0.00684718,0.0111305,0.00220362,0.00245994,0.233889
446,0.000646094,0.0018098,0.00290125,0.00769457,0.0087525,0.010255,0.0119308,0.0139565,0.00735457,0.00430105,0.00275771,0.00174948,0.00707872,0.00375868,0.00778584,0.00529215,0.00402587,0.00712845,0.00476322,0.00181385,0.00156798,0.00381723,0.00687755,0.00116381,0.00445341,0.00530031,0.00164034,0.0045755,0.00710695,0.00660357,0.00896314,0.00101601,0.00241746,0.00375247,0.00692172,0.00463672,0.00582084,0.0125552,0.0150183,0.0183939,0.00543893,0.00332826,0.00161119,0.00410383,0.00291563,0.00363713,0.00238254,0.00319241,0.00308474,0.00693864,0.00473388,0.00618735,0.0105515,0.010406,0.0150321,0.0162909,0.00409456,0.00691173,0.0112311,0.00235571,0.00267,0.251348
447,0.000665036,0.00184428,0.00294236,0.00781659,0.00888198,0.0103925,0.0120612,0.0141149,0.00743587,0.00434773,0.00278758,0.00176906,0.00715526,0.00379758,0.00786915,0.00540914,0.00411876,0.00718942,0.00480387,0.00182401,0.00158197,0.00385757,0.00695225,0.00118626,0.00454819,0.00541279,0.0016483,0.00459482,0.007132,0.00672208,0.00900193,0.00106596,0.0025424,0.00392252,0.00707933,0.00488802,0.0062575,0.0128839,0.0159108,0.019567,0.00544528,0.00353015,0.00166157,0.00426545,0.00300181,0.00368701,0.00260294,0.00326946,0.00332251,0.00700712,0.00460208,0.0064504,0.0105358,0.0110025,0.0149047,0.0168166,0.00411738,0.00696102,0.0112987,0.00253205,0.00287138,0.268387
448,0.000684428,0.00187921,0.0029838,0.0079324,0.00900448,0.010527,0.0121813,0.0142589,0.00754418,0.00440978,0.00282726,0.00179502,0.00725699,0.00384929,0.00798048,0.00556602,0.00424328,0.0072622,0.00485238,0.00183614,0.00159625,0.00389657,0.00702553,0.00121011,0.0046438,0.00552585,0.00165566,0.00461071,0.007152,0.00687144,0.00903328,0.00112179,0.0026778,0.00410376,0.00729214,0.0051062,0.00665794,0.0130585,0.0166997,0.0206299,0.00542142,0.00372335,0.00171486,0.00443024,0.00307215,0.00371357,0.00282137,0.00333523,0.00356474,0.00703571,0.00444882,0.00669139,0.0104526,0.0115605,0.0146792,0.0172441,0.00413273,0.0069958,0.0113278,0.00279937,0.00315265,0.288974
449,0.000704278,0.0019146,0.00302555,0.00803526,0.00910983,0.0106459,0.0122794,0.0143783,0.00765726,0.00447434,0.00286849,0.00182188,0.00736277,0.00390309,0.00809729,0.00573159,0.00437465,0.00732318,0.00489303,0.0018463,0.00161048,0.00393541,0.00709707,0.00123472,0.00473916,0.00563953,0.00166106,0.00462147,0.00716523,0.00701226,0.00905425,0.0011815,0.00282076,0.00429308,0.00751935,0.00527614,0.0069844,0.0130619,0.0173108,0.0214906,0.00536804,0.00388195,0.00177114,0.00459585,0.00312579,0.00371749,0.0030341,0.00338907,0.00380875,0.00702436,0.00427762,0.00690653,0.0103051,0.0120682,0.0143601,0.0175618,0.00414097,0.00701687,0.0113177,0.00298261,0.00335586,0.301972
450,0.000724593,0.00195044,0.00306763,0.00812122,0.00919206,0.0107419,0.0123485,0.014467,0.00775286,0.00452852,0.00290303,0.00184419,0.00745148,0.00394825,0.00819707,0.00587468,0.00448808,0.00734875,0.00491008,0.00185056,0.00162431,0.00397524,0.00716652,0.00125949,0.00483319,0.00575389,0.00166316,0.00462543,0.00717002,0.00710514,0.00906189,0.00124308,0.0029684,0.00448737,0.00772013,0.00538846,0.00721257,0.0128883,0.0176966,0.0220888,0.0052863,0.00398899,0.00183034,0.00476038,0.0031622,0.00369954,0.0032381,0.00343055,0.00405204,0.0069733,0.00409158,0.00709281,0.0100971,0.0125164,0.0139525,0.0177612,0.00414248,0.00702515,0.0112692,0.00317779,0.0035985,0.314829
451,0.000745383,0.00198674,0.00311002,0.00819051,0.00925184,0.0108156,0.0123895,0.0145255,0.00783096,0.00457236,0.00293105,0.00186213,0.00752308,0.00398474,0.00828013,0.00599563,0.00458389,0.00734574,0.00490771,0.00184821,0.00163777,0.0040166,0.00723417,0.00128461,0.00492588,0.00586999,0.00166096,0.00461751,0.00715543,0.00715933,0.00904584,0.00130775,0.00312353,0.00468981,0.00789654,0.00544341,0.00734373,0.0125407,0.0178593,0.0224262,0.00517701,0.00404668,0.00189184,0.0049226,0.00318127,0.00366007,0.00343172,0.00345963,0.00429291,0.00688296,0.00389243,0.00724882,0.00983169,0.0129005,0.013461,0.0178405,0.00413871,0.00702249,0.0112023,0.00328438,0.00373423,0.320253
452,0.000766654,0.0020235,0.00315273,0.00824174,0.0092875,0.0108643,0.0123999,0.0145521,0.00790657,0.00461458,0.00295818,0.00187942,0.00759191,0.00401984,0.00836161,0.00611527,0.00467868,0.00733728,0.00490106,0.00184186,0.0016511,0.00405875,0.00730036,0.00131054,0.00501797,0.0059878,0.00165503,0.00459632,0.00711659,0.00720824,0.00900291,0.00137741,0.00328903,0.00490325,0.00807577,0.00543986,0.00737608,0.012017,0.0177962,0.0224993,0.00504102,0.00405569,0.00195526,0.00508131,0.00318314,0.00359973,0.00361324,0.00347644,0.0045297,0.00675458,0.00368213,0.00737356,0.00951192,0.013217,0.012891,0.0177996,0.00413103,0.00701079,0.0111372,0.00338835,0.00384947,0.321631
453,0.000788414,0.00206073,0.00319575,0.00828085,0.00930712,0.0108978,0.0123908,0.0145544,0.00798003,0.00465537,0.00298428,0.00189593,0.0076584,0.00405378,0.00844117,0.00623319,0.004772,0.00732417,0.00489082,0.00183259,0.00166425,0.00410084,0.00736482,0.00133702,0.00510948,0.00610575,0.00164638,0.0045657,0.00706087,0.00724874,0.00894096,0.00145107,0.00346206,0.00512407,0.00825481,0.00538511,0.00731796,0.0113662,0.0175235,0.0223184,0.00488263,0.00401568,0.00202005,0.00523593,0.00316805,0.00352022,0.00378093,0.00348098,0.00475935,0.00658874,0.00346367,0.00746499,0.00914697,0.0134593,0.0122527,0.017636,0.00412019,0.00699108,0.0110765,0.00347015,0.0039189,0.31612
454,0.000810673,0.00209842,0.00323909,0.00831763,0.00932403,0.0109327,0.01238,0.0145448,0.00805163,0.00469492,0.0030092,0.00191156,0.007723,0.00408676,0.0085185,0.00634896,0.00486344,0.00730723,0.00487766,0.00182148,0.00167719,0.00414204,0.0074273,0.00136381,0.00520042,0.00622228,0.00163601,0.00452951,0.00699565,0.0072777,0.00886787,0.00152775,0.00363981,0.00534865,0.00843061,0.00529185,0.00718596,0.0106623,0.0170733,0.021909,0.0047078,0.00392851,0.00208555,0.00538628,0.00313649,0.00342381,0.00393329,0.00347335,0.00497828,0.00638595,0.00324038,0.00752101,0.00874892,0.0136203,0.0115587,0.0173484,0.00410684,0.00696437,0.0110214,0.00346831,0.00389942,0.306639
455,0.000833438,0.00213658,0.00328275,0.00835821,0.00934664,0.0109786,0.0123789,0.0145315,0.00812172,0.00473343,0.00303281,0.00192616,0.00778615,0.00411903,0.00859326,0.00646215,0.00495259,0.00728728,0.00486227,0.00180959,0.00168988,0.00418151,0.00748755,0.00139063,0.00529082,0.00633584,0.00162493,0.0044916,0.00692829,0.00729198,0.00879147,0.00160644,0.00381944,0.00557335,0.00860015,0.00516991,0.006994,0.00995824,0.016474,0.0212965,0.00452136,0.00379774,0.00215133,0.00553215,0.00308923,0.00331267,0.00406896,0.00345395,0.00518351,0.00614798,0.00301529,0.00754056,0.00832803,0.0136957,0.0108211,0.0169386,0.004089,0.0069318,0.0109607,0.0033864,0.00380026,0.28872
456,0.000856717,0.0021752,0.00332671,0.00840164,0.00937371,0.0110336,0.0123857,0.0145139,0.00819098,0.00477118,0.00305508,0.00193969,0.00784844,0.00415107,0.00866644,0.00657426,0.00504028,0.00724863,0.00483387,0.00179409,0.00170248,0.0042192,0.0075459,0.00141739,0.00538119,0.0064464,0.00160732,0.00444515,0.00685012,0.00729742,0.00870035,0.00168792,0.00400268,0.00579994,0.00876425,0.00501969,0.00674227,0.00925599,0.0157286,0.0204846,0.00432491,0.00362406,0.00221733,0.00567292,0.00302721,0.00318815,0.00418705,0.0034235,0.00537363,0.00587765,0.00279036,0.00752418,0.00788861,0.0136856,0.0100475,0.0164124,0.00406483,0.00689446,0.0108828,0.00329683,0.00367188,0.272305
457,0.00088052,0.0022143,0.00337099,0.00844891,0.00940657,0.0110997,0.0124023,0.0144929,0.00825931,0.00480811,0.00307623,0.00195236,0.00790968,0.0041828,0.00873842,0.00668569,0.0051269,0.00718146,0.00478566,0.00177304,0.00171504,0.00425574,0.00760268,0.00144425,0.00547152,0.00655508,0.00158137,0.00438474,0.00675219,0.00730187,0.0085837,0.00177313,0.00419164,0.00603091,0.00892516,0.00484192,0.00643037,0.00856236,0.014839,0.0194747,0.00412015,0.00340591,0.00228345,0.00580821,0.00295132,0.00305145,0.00428725,0.00338276,0.00554739,0.0055774,0.00256729,0.00747263,0.00743472,0.0135908,0.00924465,0.0157757,0.00403476,0.00685343,0.0107891,0.00313154,0.00343701,0.247548
458,0.000904853,0.00225387,0.00341558,0.00849638,0.00944081,0.0111675,0.0124219,0.0144686,0.00832579,0.00484393,0.00309649,0.00196441,0.00796915,0.00421353,0.00880796,0.00679434,0.00521133,0.00709536,0.00472434,0.0017488,0.00172731,0.00429134,0.0076576,0.00147139,0.00556106,0.00666203,0.00155413,0.00431628,0.00664145,0.00730519,0.00845032,0.00186132,0.00438406,0.00626374,0.00908203,0.00464804,0.00608416,0.00790053,0.0138613,0.0183347,0.00391161,0.00316497,0.00234996,0.00593793,0.00286411,0.00290614,0.00436753,0.00333329,0.00570213,0.00525454,0.00234956,0.00738789,0.00697787,0.0134128,0.00843111,0.0150447,0.00399948,0.00680974,0.0106819,0.00297881,0.00325649,0.228503
459,0.000929727,0.00229392,0.00346048,0.00853757,0.00946843,0.0112209,0.0124324,0.0144399,0.00838952,0.00487833,0.0031161,0.00197608,0.00802611,0.00424259,0.00887384,0.00689813,0.0052925,0.00699995,0.00465659,0.00172377,0.00173904,0.00432618,0.00771039,0.00149899,0.00564907,0.0067674,0.00153262,0.00424568,0.00652484,0.00730727,0.00830905,0.00195171,0.00457767,0.00649591,0.00923398,0.00445334,0.00574013,0.00729498,0.0128739,0.0171616,0.00370477,0.00293333,0.00241733,0.00606214,0.00276897,0.00275675,0.00442529,0.00327713,0.00583478,0.00491888,0.00214124,0.00727293,0.0065322,0.0131541,0.00763024,0.0142409,0.00396391,0.00676367,0.0105711,0.00280055,0.00307607,0.21041
460,0.000955149,0.00233445,0.00350569,0.00856862,0.00948468,0.0112505,0.0124265,0.0144065,0.0084496,0.00491102,0.00313527,0.00198763,0.00807984,0.00426931,0.0089348,0.00699497,0.0053693,0.00690482,0.00458911,0.00170033,0.00174999,0.00436046,0.00776077,0.00152724,0.0057348,0.00687134,0.00152388,0.00417886,0.00640931,0.00730799,0.00816868,0.00204356,0.0047702,0.00672491,0.00938016,0.00426842,0.00542308,0.00676177,0.011932,0.0160236,0.00350371,0.00273219,0.00248598,0.00618098,0.00266872,0.00260678,0.00445921,0.00321614,0.00594324,0.00457828,0.00194537,0.00713079,0.00610809,0.012819,0.00685984,0.0133837,0.00393292,0.0067155,0.0104668,0.00257962,0.00285636,0.188432
461,0.000981129,0.00237545,0.0035512,0.00859127,0.00949176,0.011259,0.0124071,0.01437,0.00850709,0.00494258,0.00315452,0.00199938,0.00813119,0.00429402,0.0089916,0.00708511,0.005442,0.00680618,0.00451924,0.00167911,0.0017603,0.00439526,0.00780965,0.00155637,0.00581856,0.00697493,0.00152473,0.00411778,0.00629438,0.00728844,0.0080287,0.00213711,0.00496269,0.00695081,0.00952057,0.00409518,0.00513483,0.00630851,0.0110416,0.0149277,0.00330999,0.00256137,0.00255587,0.00629449,0.00256442,0.00245737,0.00446996,0.00315123,0.00602706,0.00423531,0.00176288,0.00696327,0.00570878,0.0124119,0.00612519,0.0124814,0.00390714,0.00666591,0.0103701,0.00244703,0.00271283,0.173656
462,0.00100767,0.00241694,0.00359702,0.00860632,0.00949055,0.0112463,0.012375,0.0143317,0.00856291,0.00497335,0.00317373,0.00201116,0.00818094,0.00431745,0.00904558,0.00717058,0.00551169,0.0066961,0.00444154,0.00165851,0.00177019,0.00443045,0.00785744,0.00158631,0.00590094,0.00707811,0.00152677,0.00405847,0.00617506,0.00723737,0.00788268,0.00223298,0.00515665,0.00717532,0.00965618,0.00393712,0.00488103,0.00594609,0.0102153,0.0138884,0.00312536,0.00242483,0.00262697,0.00640269,0.00245699,0.00230975,0.0044579,0.00308313,0.00608582,0.00389249,0.00159461,0.00677207,0.00533805,0.0119371,0.00543156,0.0115415,0.00388686,0.00661561,0.0102815,0.00226741,0.0025296,0.156504
463,0.00103479,0.00245891,0.00364314,0.00861527,0.00948327,0.0112191,0.0123335,0.0142924,0.00861595,0.00500268,0.0031922,0.00202254,0.00822823,0.00433945,0.00909643,0.00725197,0.00557851,0.00657797,0.00435847,0.0016376,0.00177958,0.00446451,0.00790306,0.00161671,0.00598159,0.00717935,0.00152919,0.00399803,0.00605161,0.00716618,0.00773057,0.00233098,0.00535053,0.00739835,0.00978758,0.00379245,0.00465837,0.00565361,0.00945761,0.0129179,0.00295052,0.00231724,0.00269992,0.00650657,0.00234966,0.00216585,0.00442591,0.00301477,0.00611979,0.00355675,0.00144159,0.00656313,0.00499737,0.0114084,0.00478821,0.0105905,0.00386875,0.00656757,0.0101966,0.00214619,0.00240242,0.145237
464,0.0010625,0.00250136,0.00368957,0.00862052,0.00947353,0.0111882,0.0122879,0.0142526,0.00866507,0.00502993,0.00320922,0.00203306,0.00827222,0.00435988,0.00914386,0.00732986,0.00564258,0.00645518,0.00427253,0.00161543,0.00178836,0.00449588,0.00794542,0.00164722,0.0060602,0.00727715,0.00153122,0.00393352,0.0059243,0.00708628,0.00757234,0.00243092,0.00554279,0.0076198,0.00991538,0.0036558,0.00445652,0.00539397,0.00876288,0.0120191,0.00278524,0.00222649,0.00277565,0.00660761,0.00224654,0.00202756,0.00437831,0.00294997,0.00612985,0.00323628,0.00130463,0.00634428,0.00468601,0.0108443,0.0042043,0.0096621,0.00384934,0.00652462,0.0101107,0.00204995,0.00230292,0.132231
465,0.00109079,0.0025443,0.0037363,0.00862415,0.00946413,0.0111612,0.0122423,0.0142131,0.00870916,0.00505446,0.00322407,0.00204227,0.00831206,0.0043786,0.00918755,0.00740483,0.00570402,0.00633112,0.0041862,0.00159107,0.00179644,0.00452303,0.00798344,0.0016775,0.00613643,0.00736996,0.00153208,0.00386204,0.00579338,0.00700906,0.00740795,0.0025326,0.00573189,0.00783958,0.0100402,0.00352401,0.0042688,0.00514304,0.00812772,0.0111947,0.00262949,0.00214477,0.00285478,0.00670687,0.00215047,0.00189627,0.00431862,0.00289144,0.00611697,0.00293694,0.00118395,0.00612157,0.00440353,0.01026,0.00368558,0.0087808,0.00382895,0.00648746,0.0100244,0.00197918,0.00225485,0.123736
466,0.00111969,0.00258773,0.00378333,0.00862606,0.0094549,0.011137,0.0121962,0.0141743,0.00874919,0.00507687,0.00323691,0.00205024,0.00834858,0.00439612,0.00922823,0.00747745,0.00576332,0.00620407,0.00409841,0.00156279,0.0018039,0.0045455,0.00801813,0.00170743,0.00621082,0.00745791,0.00151708,0.00377872,0.00565689,0.00693034,0.00723255,0.00263623,0.00591931,0.00805976,0.0101639,0.00339981,0.00410011,0.00490656,0.00756211,0.0104571,0.00248436,0.00207601,0.00293731,0.00680448,0.0020623,0.00177283,0.00424783,0.0028399,0.00608186,0.00266061,0.00107976,0.00589706,0.00415205,0.00966075,0.00323455,0.0079527,0.00380807,0.00645655,0.00993866,0.00187367,0.002187,0.115559
467,0.0011492,0.00263165,0.00383065,0.00862559,0.00944532,0.0111153,0.0121494,0.0141366,0.00878664,0.00509797,0.00324855,0.00205743,0.00838293,0.00441278,0.00926662,0.00754764,0.00582063,0.00607146,0.00400736,0.00153087,0.0018109,0.00456496,0.00805081,0.00173722,0.00628373,0.00754238,0.00147949,0.00368427,0.00551436,0.00684125,0.00704549,0.00274203,0.00610614,0.00828046,0.0102865,0.00328499,0.00395421,0.00468511,0.0070748,0.00981831,0.00235069,0.00202255,0.00302342,0.00690062,0.00198332,0.00165827,0.00416726,0.00279646,0.00602557,0.00240961,0.000992553,0.00567321,0.00393346,0.00905192,0.00285435,0.00718494,0.00378843,0.00642832,0.00985651,0.00180396,0.00213244,0.105415
468,0.00117933,0.00267606,0.00387828,0.00862749,0.00943963,0.0110986,0.012106,0.0141009,0.00882115,0.00511743,0.00325923,0.00206407,0.00841473,0.0044282,0.00930244,0.007615,0.00587561,0.00593545,0.00391446,0.00149739,0.00181746,0.00458303,0.00808091,0.00176708,0.00635455,0.00762371,0.00143042,0.00358409,0.00536824,0.00674615,0.00685299,0.00284984,0.00629024,0.00849856,0.0104051,0.00317853,0.0038241,0.00447781,0.00664963,0.00925859,0.00222768,0.00198067,0.00311275,0.00699578,0.0019126,0.00155153,0.00407998,0.00276074,0.00594991,0.00218318,0.000919053,0.00545306,0.00374378,0.00844772,0.00253633,0.00648378,0.00377187,0.00639924,0.00978107,0.00176886,0.00210628,0.098085
469,0.00121008,0.00272097,0.0039262,0.00863865,0.00944381,0.011089,0.012072,0.0140682,0.00885237,0.00513491,0.0032692,0.00207033,0.00844359,0.00444199,0.00933538,0.0076791,0.00592794,0.00579819,0.00382109,0.00146441,0.00182356,0.0046013,0.00810782,0.0017972,0.00642268,0.00770228,0.00138098,0.00348358,0.00522097,0.00664938,0.00666125,0.00295949,0.00646946,0.00871099,0.0105173,0.00307867,0.00369896,0.00428631,0.00625975,0.00874356,0.00211379,0.00194508,0.00320465,0.00709045,0.0018479,0.00145051,0.00398963,0.00273143,0.00585714,0.00197847,0.000854198,0.00523942,0.00357645,0.00786524,0.00226563,0.00585231,0.00375858,0.00636946,0.00971273,0.00167742,0.00205892,0.0885659
470,0.00124148,0.00276636,0.00397441,0.00866315,0.00946138,0.0110879,0.012051,0.0140392,0.00887993,0.00515009,0.00327871,0.00207643,0.00846915,0.00445374,0.00936515,0.00773955,0.00597727,0.00566181,0.00372865,0.00143401,0.00182922,0.00462138,0.00813098,0.00182776,0.00648751,0.00777841,0.00134227,0.00338816,0.00507501,0.00655531,0.00647649,0.00307081,0.00664167,0.00891463,0.0106202,0.00298448,0.00357213,0.0041117,0.00588747,0.00825086,0.00200798,0.00191253,0.0032987,0.00718496,0.00178792,0.00135387,0.0038992,0.00270784,0.00574962,0.00179353,0.000794516,0.00503469,0.00342698,0.0073169,0.00203152,0.00529208,0.00374873,0.00633942,0.00965167,0.00162151,0.00203354,0.081886
471,0.00127352,0.00281226,0.00402292,0.00869974,0.00949128,0.0110949,0.0120417,0.0140129,0.0089047,0.00516372,0.00328859,0.0020828,0.00849295,0.00446442,0.00939303,0.00779707,0.00602379,0.00550425,0.0036225,0.00140233,0.0018349,0.00464547,0.00815212,0.00185883,0.00654951,0.00785308,0.00131067,0.00328427,0.00490697,0.00644914,0.00627996,0.00318338,0.0068066,0.00910875,0.010715,0.00289631,0.00344455,0.00395121,0.00553506,0.00778471,0.00191049,0.00188333,0.00339499,0.00727952,0.00173357,0.00126212,0.00381008,0.00269074,0.00562897,0.00162931,0.000739979,0.00484084,0.00329552,0.00680685,0.00183442,0.00480691,0.0037427,0.00631352,0.00959599,0.00156569,0.00202063,0.0752838
472,0.00130621,0.00285865,0.00407172,0.00874781,0.00953295,0.011109,0.012043,0.0139875,0.0089276,0.00517647,0.00329876,0.00208937,0.00851584,0.00447468,0.00941975,0.00785232,0.00606802,0.00532405,0.00350171,0.00136788,0.00184064,0.00467258,0.00817238,0.00189029,0.00660934,0.00792625,0.00127816,0.00316827,0.00471523,0.00632799,0.00606743,0.0032974,0.00696609,0.00929589,0.0108046,0.002814,0.00331518,0.00380186,0.00520095,0.00734428,0.00182144,0.0018569,0.00349341,0.00737437,0.00168527,0.00117541,0.00372347,0.00268048,0.00549647,0.00148622,0.000689933,0.00465966,0.00318132,0.00633988,0.00167342,0.00440085,0.0037408,0.00629618,0.00954373,0.00149329,0.00197574,0.0667484
473,0.00133958,0.00290555,0.0041208,0.00880451,0.00958378,0.0111295,0.0120539,0.0139655,0.00894836,0.00518788,0.00330808,0.00209547,0.0085364,0.0044837,0.00944413,0.00790477,0.00611017,0.00515435,0.00338824,0.0013363,0.00184588,0.00469952,0.00819027,0.00192205,0.00666672,0.00799677,0.0012493,0.00306037,0.00453484,0.00621401,0.00586684,0.00341359,0.00712111,0.00947791,0.0108887,0.00273928,0.00318904,0.00366949,0.00488619,0.00693073,0.0017402,0.00183621,0.00359418,0.00746917,0.00164342,0.00109363,0.00364191,0.00267769,0.00535691,0.00136209,0.000644217,0.00449208,0.00308389,0.00591666,0.00154182,0.00406159,0.00374335,0.00628776,0.00949514,0.00143903,0.00195838,0.0608849
474,0.00137362,0.00295294,0.00417018,0.00886515,0.00963956,0.0111552,0.0120727,0.0139511,0.00896671,0.00519746,0.00331543,0.00210048,0.00855319,0.00449066,0.00946502,0.00795389,0.00615045,0.00502824,0.00330405,0.00131322,0.00185001,0.00472313,0.00820429,0.00195405,0.00672138,0.00806353,0.00122864,0.0029808,0.00440089,0.00612936,0.00570616,0.0035327,0.00727264,0.00965665,0.0109673,0.00267488,0.00307475,0.00356369,0.00459515,0.00654899,0.00166596,0.00182629,0.00369769,0.00756325,0.00160862,0.00101674,0.00356828,0.00268325,0.00521665,0.00125376,0.000603279,0.00433849,0.00300333,0.00553466,0.00143145,0.00376909,0.00375061,0.00628837,0.0094506,0.0013499,0.00194769,0.0538407
475,0.00140834,0.00300083,0.00421984,0.00892569,0.00969657,0.011184,0.0120968,0.0139454,0.00898239,0.00520473,0.0033197,0.00210375,0.00856477,0.00449472,0.00948128,0.00799913,0.00618904,0.00497884,0.00327111,0.00130427,0.00185245,0.00474023,0.00821294,0.00198623,0.00677302,0.00812539,0.00122074,0.00294979,0.00434845,0.00609622,0.00561332,0.00365546,0.00742168,0.00983396,0.0110402,0.00262252,0.00297792,0.00349016,0.00433023,0.0062018,0.00159819,0.00183056,0.0038041,0.00765622,0.00158129,0.000944662,0.00350455,0.00269767,0.00508031,0.00115876,0.000567254,0.00419922,0.00293936,0.00519206,0.00133639,0.00350943,0.00376235,0.00629444,0.00941237,0.00128909,0.00194411,0.0489901
476,0.00144376,0.00304923,0.00426979,0.00898686,0.00975514,0.0112163,0.0121267,0.0139486,0.0089972,0.00521067,0.0033219,0.00210586,0.00857305,0.00449693,0.00949492,0.00804104,0.00622657,0.00499758,0.00329835,0.00134024,0.00185377,0.00475188,0.00821815,0.00201835,0.00682231,0.00818311,0.00123987,0.00296022,0.00434899,0.00610153,0.00556653,0.00377694,0.0075618,0.0100019,0.0111114,0.00258182,0.00289713,0.00344721,0.00408833,0.00588561,0.00153688,0.00184866,0.00391315,0.00774805,0.00156139,0.000877258,0.00345148,0.00272085,0.00494911,0.00107652,0.000535379,0.00407516,0.00289069,0.00489132,0.00125456,0.00328321,0.00377831,0.00630237,0.00938272,0.00125014,0.00196746,0.043183
