wavelength,A18,A24,A28,D50,D55,D65,D75,D95,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,FL3.1,FL3.2,FL3.3,FL3.4,FL3.5,FL3.6,FL3.7,FL3.8,FL3.9,FL3.10,FL3.11,FL3.12,FL3.13,FL3.14,FL3.15,L-B1,L-B2,L-B3,L-B4,L-B5,L-BH1,L-RGB1,L-V1,L-V2,L-1,L-2,L-3,L-4,L-5,L-6,L-7,L-8,L-9,L-10,L-11,L-12,L-13,L-14,L-15,L-LIFX-R,L-LIFX-G,L-LIFX-B
300,7.64491e-07,1.89542e-05,8.63492e-05,1.47596e-05,1.42054e-05,2.10088e-05,2.68148e-05,9.4017e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8.21466e-07,1.9921e-05,8.97969e-05,2.2737e-05,3.30398e-05,3.27616e-05,3.47393e-05,4.70671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57855e-06,1.13157e-07,1.48127e-07,0,0,0,0,0,0,0,0,0,0,0,5.15566e-22,0,0,0,0,3.33049e-10,1.44867e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,8.82219e-07,2.09291e-05,9.33529e-05,3.2089e-05,5.27414e-05,4.6625e-05,4.5049e-05,9.14998e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27768e-06,4.51999e-07,5.90984e-07,0,0,0,0,0,0,0,0,0,0,0,1.01824e-21,0,0,0,0,1.36936e-09,6.26168e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,9.46968e-07,2.19799e-05,9.70195e-05,4.45611e-05,7.38662e-05,6.48861e-05,6.02571e-05,0.000129886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.096e-06,1.01558e-06,1.32629e-06,0,0,0,0,0,0,0,0,0,0,0,1.5082e-21,0,0,0,0,3.1647e-09,1.51395e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1.01594e-06,2.30747e-05,0.000100799,6.15001e-05,9.49075e-05,8.83725e-05,8.13768e-05,0.000162229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10321e-05,1.80297e-06,2.35175e-06,0,0,0,0,0,0,0,0,0,0,0,1.98559e-21,0,0,0,0,5.7748e-09,2.87826e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1.08937e-06,2.4215e-05,0.000104694,8.39676e-05,0.000115557,0.000118284,0.000109868,0.000188101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40846e-05,2.81321e-06,3.66509e-06,0,0,0,0,0,0,0,0,0,0,0,2.45058e-21,0,0,0,0,9.25543e-09,4.78914e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1.16752e-06,2.54023e-05,0.000108707,0.000112984,0.000138173,0.000157141,0.00014862,0.000204284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72521e-05,4.04537e-06,5.26401e-06,0,0,0,0,0,0,0,0,0,0,0,2.90333e-21,0,0,0,0,1.36623e-08,7.31665e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1.25064e-06,2.66381e-05,0.00011284,0.000149395,0.000163866,0.000206587,0.000199621,0.00020939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05332e-05,5.4985e-06,7.14624e-06,0,0,0,0,0,0,0,0,0,0,0,3.34401e-21,0,0,0,0,1.90513e-08,1.05308e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1.33901e-06,2.79239e-05,0.000117095,0.000192805,0.000195434,0.000268291,0.00026505,0.00020414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39265e-05,7.17166e-06,9.30949e-06,0,0,0,0,0,0,0,0,0,0,0,3.77279e-21,0,0,0,0,2.5478e-08,1.45017e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1.43292e-06,2.92614e-05,0.000121476,0.000242137,0.000236551,0.00034386,0.000347116,0.000190455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74307e-05,9.06391e-06,1.17515e-05,0,0,0,0,0,0,0,0,0,0,0,4.18981e-21,0,0,0,0,3.29983e-08,1.92994e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1.53266e-06,3.0652e-05,0.000125983,0.000296511,0.000289314,0.00043409,0.000447154,0.000171221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10442e-05,1.11743e-05,1.44699e-05,0,0,0,0,0,0,0,0,0,0,0,4.59526e-21,0,0,0,0,4.16678e-08,2.49938e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1.63855e-06,3.20975e-05,0.000130621,0.000356329,0.000353967,0.000539532,0.000566012,0.00014679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47658e-05,1.35019e-05,1.74625e-05,0,0,0,0,0,0,0,0,0,0,0,4.98928e-21,0,0,0,0,5.15424e-08,3.16552e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1.75091e-06,3.35994e-05,0.000135391,0.000422207,0.000431837,0.00066139,0.000705159,0.000115251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8594e-05,1.60458e-05,2.0727e-05,0,0,0,0,0,0,0,0,0,0,0,5.37205e-21,0,0,0,0,6.26778e-08,3.93534e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1.8701e-06,3.51596e-05,0.000140296,0.000491697,0.000518203,0.000795433,0.000860988,9.26372e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25274e-05,1.88049e-05,2.4261e-05,0,0,0,0,0,0,0,0,0,0,0,5.74372e-21,0,0,0,0,7.51297e-08,4.81586e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1.99645e-06,3.67797e-05,0.000145339,0.000561102,0.000605373,0.000934893,0.00102748,0.000102777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65647e-05,2.17785e-05,2.80624e-05,0,0,0,0,0,0,0,0,0,0,0,6.10446e-21,0,0,0,0,8.89539e-08,5.81408e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2.13035e-06,3.84616e-05,0.000150521,0.000628215,0.000688623,0.00107553,0.00120095,0.000160456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07044e-05,2.49655e-05,3.21288e-05,0,0,0,0,0,0,0,0,0,0,0,6.45443e-21,0,0,0,0,1.04206e-07,6.937e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2.27218e-06,4.02069e-05,0.000155845,0.000693091,0.000768634,0.00121754,0.00138144,0.000264954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49451e-05,2.8365e-05,3.64579e-05,0,0,0,0,0,0,0,0,0,0,0,6.7938e-21,0,0,0,0,1.20942e-07,8.19164e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2.42235e-06,4.20176e-05,0.000161315,0.00075477,0.000844356,0.00135945,0.00156705,0.000420244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92855e-05,3.1976e-05,4.10475e-05,0,0,0,0,0,0,0,0,0,0,0,7.12273e-21,0,0,0,0,1.39218e-07,9.58499e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2.58128e-06,4.38955e-05,0.000166932,0.000816454,0.000919805,0.00150503,0.00176255,0.000613189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37241e-05,3.57976e-05,4.58952e-05,0,0,0,0,0,0,0,0,0,0,0,7.44138e-21,0,0,0,0,1.59089e-07,1.11241e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2.74941e-06,4.58424e-05,0.000172699,0.000883459,0.00100185,0.00166085,0.00197603,0.000821075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82596e-05,3.98289e-05,5.09989e-05,0,0,0,0,0,0,0,0,0,0,0,7.74991e-21,0,0,0,0,1.80611e-07,1.28158e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2.92718e-06,4.78604e-05,0.000178618,0.000958909,0.00109458,0.00183055,0.00221167,0.00102979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28906e-05,4.4069e-05,5.63561e-05,0,0,0,0,0,0,0,0,0,0,0,8.0485e-21,0,0,0,0,2.0384e-07,1.46674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,3.11508e-06,4.99514e-05,0.000184693,0.00104138,0.00119605,0.00201137,0.00246598,0.00124062,4.35588e-07,2.80647e-07,1.99583e-07,1.47431e-07,4.41046e-07,2.55266e-07,6.06434e-07,2.88615e-07,2.13382e-07,0,0,0,0,0,0,7.76156e-05,4.85168e-05,6.19646e-05,0,0,0,0,0,0,0,0,0.000244079,0,0,8.33729e-21,0,0,0,0,2.28831e-07,1.66856e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,3.31361e-06,5.21174e-05,0.000190925,0.0011301,0.00130516,0.00220114,0.00273635,0.00144847,1.73688e-06,1.11874e-06,7.95351e-07,5.87061e-07,1.75833e-06,1.01727e-06,2.41755e-06,1.15046e-06,8.50642e-07,0,0,0,0,0,0,8.24333e-05,5.31714e-05,6.78222e-05,0,0,0,0,0,0,0,0,0.000481749,0,0,8.61646e-21,0,0,0,0,2.55641e-07,1.88776e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,3.52326e-06,5.43604e-05,0.000197318,0.00122346,0.00142033,0.00239798,0.00301819,0.00166638,3.89565e-06,2.50851e-06,1.78283e-06,1.31489e-06,3.94309e-06,2.2803e-06,5.42109e-06,2.57953e-06,1.90744e-06,0,0,0,0,0,0,8.73422e-05,5.80319e-05,7.39265e-05,0,0,0,0,0,0,0,0,0.00071309,0,0,8.88617e-21,0,0,0,0,2.84325e-07,2.12503e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,3.74459e-06,5.66825e-05,0.000203873,0.00131894,0.00153903,0.00259934,0.00330494,0.00191688,6.9037e-06,4.44418e-06,3.15754e-06,2.32694e-06,6.98655e-06,4.03868e-06,9.60476e-06,4.56983e-06,3.37946e-06,0,0,0,0,0,0,9.2341e-05,6.30974e-05,8.02752e-05,0,0,0,0,0,0,0,0,0.000938181,0,0,9.14657e-21,0,0,0,0,3.14938e-07,2.38108e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3.97814e-06,5.90857e-05,0.000210594,0.00141424,0.0016588,0.0028021,0.00359048,0.00221157,1.07528e-05,6.91997e-06,4.91501e-06,3.61919e-06,1.08799e-05,6.28669e-06,1.49563e-05,7.11535e-06,5.26235e-06,0,0,0,0,0,0,9.74283e-05,6.83669e-05,8.68661e-05,0,0,0,0,0,0,0,0,0.0011571,0,0,9.39784e-21,0,0,0,0,3.47538e-07,2.65661e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4.22448e-06,6.15723e-05,0.000217483,0.00150945,0.00177962,0.00300584,0.00387416,0.00254504,1.54347e-05,9.93012e-06,7.05078e-06,5.18767e-06,1.56145e-05,9.01865e-06,2.14634e-05,1.02101e-05,7.55179e-06,0,0,0,0,0,0,0.000102603,7.38395e-05,9.36969e-05,0,0,0,0,0,0,0,0,0.00136993,0,0,9.64014e-21,0,0,0,0,3.82178e-07,2.9523e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,4.48423e-06,6.41443e-05,0.000224543,0.00160556,0.00190257,0.00321262,0.0041579,0.00291935,2.09413e-05,1.34689e-05,9.56035e-06,7.02837e-06,2.11814e-05,1.22288e-05,2.91139e-05,1.38481e-05,1.02434e-05,0,0,0,0,0,0,0.000107863,7.95142e-05,0.000100765,0,0,0,0,0,0,0,0,0.00157674,0,0,9.87363e-21,0,0,0,0,4.18916e-07,3.26888e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,4.75799e-06,6.68039e-05,0.000231775,0.00169611,0.00201982,0.00340817,0.00442479,0.00330703,2.72643e-05,1.75304e-05,1.24393e-05,9.1373e-06,2.75719e-05,1.59116e-05,3.78954e-05,1.80233e-05,1.3333e-05,0,0,0,0,0,0,0.000113207,8.539e-05,0.000108069,0,0,0,0,0,0,0,0,0.00177761,0,0,1.00985e-20,0,0,0,0,4.57806e-07,3.60703e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,5.04641e-06,6.95535e-05,0.000239184,0.00177162,0.00211988,0.00357127,0.00465024,0.0036655,3.43955e-05,2.2109e-05,1.5683e-05,1.15105e-05,3.47772e-05,2.00612e-05,4.77957e-05,2.27297e-05,1.68161e-05,0,0,0,0,0,0,0.000118634,9.14661e-05,0.000115606,0,0,0,0,0,0,0,0,0.00197263,0,0,1.03148e-20,0,0,0,0,4.98905e-07,3.96746e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,5.35016e-06,7.23951e-05,0.000246771,0.00182657,0.00219593,0.00368955,0.00481988,0.00396794,4.23267e-05,2.71988e-05,1.92872e-05,1.41439e-05,4.27886e-05,2.46719e-05,5.88025e-05,2.79613e-05,2.06884e-05,0,0,0,0,0,0,0.000124143,9.77416e-05,0.000123373,0,0,0,0,0,0,0,0,0.00216188,0,0,1.05229e-20,0,0,0,0,5.42269e-07,4.35087e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,5.66993e-06,7.53312e-05,0.000254538,0.00186157,0.00224868,0.00376442,0.00493493,0.00421691,5.10497e-05,3.27942e-05,2.32473e-05,1.70335e-05,5.15973e-05,2.97381e-05,7.09035e-05,3.37121e-05,2.49456e-05,0,0,0,0,0,0,0.000129732,0.000104215,0.000131369,0,0,0,0,0,0,0,0,0.00234542,0,0,1.07227e-20,0,0,0,0,5.87952e-07,4.75795e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,6.00644e-06,7.8364e-05,0.00026249,0.00187492,0.00227629,0.00379224,0.00499088,0.00440729,6.05562e-05,3.88892e-05,2.75588e-05,2.01754e-05,6.11945e-05,3.52541e-05,8.40865e-05,3.99761e-05,2.95833e-05,0,0,0,0,0,0,0.0001354,0.000110886,0.000139591,0,0,0,0,0,0,0,0,0.00252335,0,0,1.09146e-20,0,0,0,0,6.36012e-07,5.18941e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,6.36042e-06,8.1496e-05,0.000270627,0.00187493,0.00228765,0.00379102,0.00500889,0.00455578,7.08381e-05,4.54783e-05,3.22173e-05,2.35655e-05,7.15715e-05,4.1214e-05,9.83391e-05,4.67474e-05,3.45972e-05,0,0,0,0,0,0,0.000141145,0.000117754,0.000148037,0,0,0,0,0,0,0,0,0.00269573,0,0,1.10987e-20,0,0,0,0,6.86503e-07,5.64596e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,6.73266e-06,8.47294e-05,0.000278954,0.0018751,0.00229746,0.00379024,0.00502364,0.00469227,8.18871e-05,5.25554e-05,3.72183e-05,2.72e-05,8.27194e-05,4.76124e-05,0.000113649,5.40199e-05,3.99831e-05,0,0,0,0,0,0,0.000146965,0.000124817,0.000156705,0,0,0,0,0,0,0,0,0.00286265,0,0,1.12751e-20,0,0,0,0,7.39481e-07,6.12828e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,7.12395e-06,8.80666e-05,0.000287471,0.00188401,0.0023151,0.00380854,0.00505713,0.00483537,9.3695e-05,6.0115e-05,4.25573e-05,3.10746e-05,9.46295e-05,5.44434e-05,0.000130004,6.17875e-05,4.57365e-05,0,0,0,0,0,0,0.000152861,0.000132075,0.000165592,0,0,0,0,0,0,0,0,0.00302419,0,0,1.1444e-20,0,0,0,0,7.95002e-07,6.63708e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,7.53511e-06,9.15103e-05,0.000296182,0.00190047,0.00233918,0.0038434,0.00510634,0.0049809,0.000106254,6.81513e-05,4.82299e-05,3.51856e-05,0.000107293,6.17014e-05,0.000147393,7.00444e-05,5.18531e-05,0,0,0,0,0,0,0.000158829,0.000139526,0.000174696,0,0,0,0,0,0,0,0,0.00318042,0,0,1.16055e-20,0,0,0,0,8.53123e-07,7.17306e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,7.96699e-06,9.50627e-05,0.00030509,0.00192578,0.00237087,0.00389794,0.00517465,0.00513133,0.000119555,7.66583e-05,5.42315e-05,3.95288e-05,0.000120701,6.93806e-05,0.000165801,7.87845e-05,5.83286e-05,0,0,0,0,0,0,0.000164869,0.000147171,0.000184014,0,0,0,0,0,0,0,0,0.00333143,0,0,1.17599e-20,0,0,0,0,9.13897e-07,7.73693e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,8.42048e-06,9.87265e-05,0.000314197,0.00195589,0.00240674,0.00396235,0.00525169,0.00527625,0.00013359,8.56305e-05,6.05577e-05,4.41003e-05,0.000134845,7.74754e-05,0.000185218,8.80018e-05,6.51587e-05,0,0,0,0,0,0,0.00017098,0.000155006,0.000193546,0,0,0,0,0,0,0,0,0.00347729,0,0,1.19072e-20,0,0,0,0,9.77383e-07,8.32937e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,8.89649e-06,0.000102504,0.000323506,0.00198333,0.00244012,0.00401869,0.00531816,0.00539719,0.000148352,9.5062e-05,6.7204e-05,4.88961e-05,0.000149716,8.59801e-05,0.000205631,9.76903e-05,7.23389e-05,0,0,0,0,0,0,0.00017716,0.000163033,0.000203287,0,0,0,0,0,0,0,0,0.00361808,0,0,1.20477e-20,0,0,0,0,1.04363e-06,8.9511e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,9.39596e-06,0.000106398,0.000333018,0.00200363,0.00246703,0.00405638,0.00536267,0.005484,0.000163831,0.000104947,7.4166e-05,5.39121e-05,0.000165306,9.48889e-05,0.000227028,0.000107844,7.98651e-05,0,0,0,0,0,0,0.000183407,0.00017125,0.000213236,0,0,0,0,0,0,0,0,0.00375389,0,0,1.21815e-20,0,0,0,0,1.11271e-06,9.6028e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,9.91986e-06,0.000110411,0.000342738,0.00201843,0.00248914,0.00407901,0.00538958,0.0055402,0.00018002,0.00011528,8.14392e-05,5.91445e-05,0.000181605,0.000104196,0.000249396,0.000118457,8.77328e-05,5.54476e-05,4.54527e-05,4.79473e-05,5.38102e-06,1.30037e-05,6.95359e-06,0.00018972,0.000179655,0.000223391,3.78517e-05,4.17515e-05,3.76583e-05,0,3.8459e-05,1.50662e-06,2.80866e-07,1.52316e-06,0.00388478,0,0,1.23088e-20,0,0,0,0,1.18466e-06,1.02852e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1.04692e-05,0.000114546,0.000352666,0.00202774,0.00250666,0.00408575,0.00539889,0.00556339,0.00019691,0.000126055,8.9019e-05,6.45891e-05,0.000198605,0.000113896,0.000272724,0.000129523,9.59378e-05,0.000108123,8.86332e-05,9.34977e-05,1.09593e-05,2.64901e-05,1.5666e-05,0.000196098,0.000188249,0.000233749,7.38112e-05,8.14158e-05,7.34341e-05,0,7.49954e-05,3.31217e-06,1.11418e-06,3.66821e-06,0.00401084,0,0,1.24297e-20,0,0,0,0,1.25954e-06,1.0999e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,1.1045e-05,0.000118805,0.000362806,0.00203457,0.0025219,0.0040862,0.00539931,0.0055718,0.000214494,0.000137266,9.69011e-05,7.02421e-05,0.000216297,0.000123983,0.000296999,0.000141036,0.000104476,0.000158098,0.0001296,0.000136713,1.67306e-05,4.04488e-05,2.60939e-05,0.000202539,0.000197029,0.000244308,0.000107927,0.000119047,0.000107376,0,0.000109659,5.40937e-06,2.48603e-06,6.41958e-06,0.00413215,0,0,1.25444e-20,0,0,0,0,1.33742e-06,1.17448e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1.16484e-05,0.000123191,0.000373161,0.00204391,0.00253871,0.00409603,0.00540507,0.00559426,0.000232762,0.000148907,0.000105081,7.60994e-05,0.000234672,0.000134452,0.000322208,0.000152991,0.000113342,0.000205444,0.000168411,0.000177654,2.26905e-05,5.48691e-05,3.81939e-05,0.000209042,0.000205996,0.000255066,0.000140248,0.000154697,0.000139531,0,0.000142498,7.79091e-06,4.3825e-06,9.76167e-06,0.00424879,0,0,1.26531e-20,0,0,0,0,1.41833e-06,1.25235e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1.22804e-05,0.000127707,0.000383732,0.00205884,0.00255944,0.00412469,0.00542503,0.00564811,0.000251708,0.000160973,0.000113554,8.2157e-05,0.000253721,0.000145296,0.000348339,0.00016538,0.000122533,0.000250231,0.000205124,0.000216382,2.88348e-05,6.97406e-05,5.19225e-05,0.000215606,0.000215148,0.00026602,0.000170822,0.000188421,0.000169949,0,0.000173562,1.04495e-05,6.78966e-06,1.36789e-05,0.00436083,0,0,1.27559e-20,0,0,0,0,1.50235e-06,1.33356e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,1.29423e-05,0.000132355,0.000394522,0.0020785,0.00258348,0.00416977,0.00545703,0.00573049,0.000271322,0.000173458,0.000122316,8.84109e-05,0.000273436,0.00015651,0.000375381,0.000178199,0.000132043,0.00029253,0.000239799,0.00025296,3.51591e-05,8.50525e-05,6.72363e-05,0.000222229,0.000224484,0.000277169,0.000199698,0.000220272,0.000198678,0,0.000202902,1.33778e-05,9.69359e-06,1.81557e-05,0.00446835,0,0,1.2853e-20,0,0,0,0,1.58953e-06,1.41819e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1.36351e-05,0.000137138,0.000405535,0.00210268,0.00261084,0.00423178,0.00550095,0.00584493,0.000291596,0.000186356,0.000131362,9.48571e-05,0.000293809,0.000168089,0.000403321,0.000191441,0.000141869,0.000332413,0.000272493,0.000287448,4.16591e-05,0.000100794,8.40921e-05,0.00022891,0.000234003,0.000288509,0.000226924,0.000250304,0.000225765,0,0.000230565,1.65685e-05,1.30804e-05,2.31765e-05,0.00457144,0,0,1.29446e-20,0,0,0,0,1.67992e-06,1.50631e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,1.43601e-05,0.000142059,0.000416771,0.0021303,0.00264033,0.00430357,0.00555333,0.00597375,0.000312522,0.000199662,0.000140688,0.000101492,0.000314829,0.000180026,0.000432146,0.0002051,0.000152007,0.000369951,0.000303264,0.000319908,4.83306e-05,0.000116956,0.000102446,0.000235647,0.000243704,0.000300039,0.000252549,0.000278569,0.000251259,0,0.000256601,2.00144e-05,1.69361e-05,2.87257e-05,0.00467017,0,0,1.30307e-20,0,0,0,0,1.77357e-06,1.59799e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1.51185e-05,0.000147122,0.000428234,0.00215936,0.00266993,0.00437311,0.00560785,0.0060875,0.000334093,0.000213369,0.00015029,0.000108311,0.000336489,0.000192316,0.000461845,0.000219171,0.000162451,0.000405214,0.00033217,0.000350401,5.51691e-05,0.000133526,0.000122256,0.000242439,0.000253587,0.000311757,0.000276622,0.000305122,0.000275209,0,0.00028106,2.37081e-05,2.12469e-05,3.47877e-05,0.00476462,0,0,1.31117e-20,0,0,0,0,1.87055e-06,1.6933e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1.59116e-05,0.000152327,0.000439926,0.00218835,0.0026982,0.0044324,0.0056599,0.00616779,0.000356299,0.000227472,0.000160162,0.00011531,0.000358779,0.000204953,0.000492404,0.000233646,0.000173198,0.000438274,0.000359271,0.000378989,6.21704e-05,0.000150494,0.000143476,0.000249285,0.000263651,0.000323659,0.000299191,0.000330016,0.000297662,0,0.000303991,2.76423e-05,2.59987e-05,4.13469e-05,0.00485487,0,0,1.31876e-20,0,0,0,0,1.97091e-06,1.7923e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,1.67408e-05,0.00015768,0.000451849,0.00221827,0.00272614,0.00448434,0.00571229,0.00622053,0.000379132,0.000241965,0.000170301,0.000122485,0.000381691,0.000217931,0.000523813,0.000248521,0.000184243,0.000469202,0.000384624,0.000405734,6.93301e-05,0.00016785,0.000166066,0.000256183,0.000273894,0.000335744,0.000320304,0.000353304,0.000318668,0,0.000325443,3.18098e-05,3.11777e-05,4.83878e-05,0.004941,0,0,1.32586e-20,0,0,0,0,2.0747e-06,1.89508e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1.76075e-05,0.000163182,0.000464007,0.00225114,0.00275539,0.00453212,0.00576983,0.0062484,0.000402585,0.000256842,0.000180702,0.000129833,0.000405216,0.000231246,0.000556057,0.000263789,0.000195582,0.000498069,0.000408287,0.000430696,7.6644e-05,0.000185583,0.00018998,0.000263131,0.000284315,0.00034801,0.00034001,0.000375041,0.000338273,0,0.000345465,3.62031e-05,3.677e-05,5.58947e-05,0.00502308,0,0,1.33248e-20,0,0,0,0,2.18199e-06,2.00169e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1.85129e-05,0.000168836,0.0004764,0.00228198,0.00278269,0.00456971,0.00582134,0.0062543,0.000426649,0.000272098,0.00019136,0.00013735,0.000429346,0.00024489,0.000589127,0.000279444,0.00020721,0.000524946,0.000430319,0.000453937,8.41077e-05,0.000203683,0.000215175,0.000270129,0.000294915,0.000360454,0.000358358,0.000395279,0.000356527,0,0.000364107,4.08151e-05,4.27616e-05,6.38521e-05,0.0051012,0,0,1.33865e-20,0,0,0,0,2.29282e-06,2.11221e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1.94586e-05,0.000174645,0.000489032,0.00230315,0.00280289,0.0045884,0.00584953,0.00624425,0.000451316,0.000287726,0.000202271,0.00014503,0.00045407,0.000258859,0.000623008,0.00029548,0.000219124,0.000549904,0.000450779,0.000475519,9.17169e-05,0.000222139,0.000241609,0.000277175,0.00030569,0.000373073,0.000375396,0.000414072,0.000373478,0,0.000381418,4.56384e-05,4.91387e-05,7.22445e-05,0.00517544,0,0,1.34438e-20,0,0,0,0,2.40725e-06,2.22671e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2.04461e-05,0.000180613,0.000501906,0.00231082,0.00281369,0.0045847,0.005846,0.00622444,0.000476577,0.000303722,0.000213431,0.000152871,0.000479382,0.000273146,0.000657688,0.000311892,0.000231318,0.000573014,0.000469723,0.000495503,9.94674e-05,0.00024094,0.000269237,0.000284268,0.000316642,0.000385867,0.000391172,0.000431474,0.000389174,0,0.000397448,5.06657e-05,5.58872e-05,8.10561e-05,0.00524587,0,0,1.34969e-20,0,0,0,0,2.52534e-06,2.34526e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
